Article,Articles référencés
9909017,"['9304011', '9510017', '9511164', '9512042', '9512145', '9601029', '9604055', '9604091', '9704089', '9705221', '9711200', '9712186', '9808149', '9810132', '9812237', '9904142', '9905024', '9906200', '9907178', '9907210']"
9909018,"['9201059', '9308139', '9409089', '9506138', '9510007', '9605089', '9711200', '9802150']"
9909019,"['9406125', '9503227', '9902075']"
9909020,"['9607089', '9610043', '9611042', '9611164', '9612195', '9702108', '9705057', '9709220', '9710009', '9801121', '9805018', '9806108', '9808188', '9810021', '9811017', '9901004', '9903049', '9903165']"
9909021,"['9506035', '9506207', '9509141', '9512006', '9608177', '9701125', '9705226', '9712103', '9808029', '9811232', '9905218']"
9909022,"['9301111', '9409089', '9602016', '9602020', '9609114', '9610043', '9611072', '9703078', '9706027', '9706177', '9710191', '9711034', '9711162', '9711165', '9711200', '9805069', '9805114', '9806240', '9808035', '9809022', '9901033', '9901146', '9903165', '9904133', '9906248', '9908142']"
9909023,"['9901036', '9906091']"
9909024,"['9602024', '9706056', '9810246']"
9909025,"['9501068', '9604035', '9702163', '9709099', '9711200', '9802042', '9803103', '9902067']"
9909026,"['9210098', '9304005', '9304023', '9312186', '9401099', '9401136', '9402047', '9402048', '9404138', '9501077', '9501142', '9506115', '9510099', '9512171', '9512215', '9601169', '9603045', '9603053', '9605001', '9703213']"
9909027,"['9410167', '9511173', '9601003', '9601167', '9602064', '9604091', '9607070', '9610249', '9701186', '9701190', '9702133', '9704125', '9705193', '9707061', '9709054', '9711100', '9801118', '9802152', '9805078', '9806161', '9807066', '9809100', '9903210', '9905043', '9906214', '9909095']"
9909028,"['9409188', '9512196', '9603127', '9608024', '9610043', '9612188', '9704098', '9705046', '9707224', '9708119', '9710245', '9805112', '9805141', '9908096']"
9909029,"['9308045', '9402096', '9407168', '9504086', '9606149', '9711011', '9802101', '9811221']"
9909030,"['9402039', '9506135', '9601078', '9603097', '9707068', '9708141', '9712230', '9712257', '9902132', '9904145', '9905038', '9907183', '9908036', '9908040', '9908046', '9909025']"
9909031,"['9206114', '9407117', '9409108', '9607099', '9607167', '9608091', '9701107', '9706140', '9712222', '9803104', '9805117', '9807160', '9902192']"
9909032,"['9308122', '9406055', '9407087', '9408099', '9505105', '9601108', '9603051', '9603170', '9604034', '9605200', '9606086', '9609239', '9611137', '9701009', '9702155', '9705068', '9706076', '9706110', '9712011', '9803014', '9807096', '9808022', '9903215']"
9909033,"['9606007', '9809119', '9901010', '9902017']"
9909034,"['9403195', '9411102', '9411149', '9812241']"
9909035,"['9305068', '9401133', '9510135', '9602064', '9602077', '9704011', '9712211', '9803127', '9804139', '9804160', '9804164', '9804174', '9901107', '9902005', '9903095', '9906119', '9907090']"
9909037,"['9705151', '9707009', '9804192', '9901096', '9905169']"
9909039,"['9401083', '9712099', '9906072', '9907217']"
9909040,"['9711200', '9802109', '9802150', '9803001', '9803002', '9805114', '9807205', '9809188', '9901021', '9904191', '9905111', '9908113']"
9909041,"['9703040', '9704189', '9711200', '9802109', '9802150', '9802203', '9805104', '9810126', '9810206', '9810227', '9811120', '9811167', '9812035', '9901056', '9902125', '9902155', '9903026', '9903214', '9904017', '9905104', '9906064', '9906194', '9906201', '9906224', '9907204', '9908116', '9908175', '9908196']"
9909042,"['9401066', '9404013', '9506023']"
9909043,"['9307010', '9605009', '9703196', '9708042', '9710241', '9711035', '9804101', '9805015', '9805151', '9806074', '9809179', '9810107', '9901109', '9902042', '9903059', '9904017']"
9909044,"['9409115', '9602083', '9712080', '9805013', '9810089']"
9909045,"['9603152', '9802167', '9803144', '9810037']"
9909046,"['9306106', '9306107', '9308073', '9310063']"
9909047,"['9608125', '9702174', '9706089', '9706109', '9708042', '9711002', '9711035', '9711200', '9802109', '9802150', '9803001', '9803002', '9803131', '9803135', '9803137', '9806087', '9808017', '9809022', '9809057', '9810126', '9810206', '9810254', '9812035', '9902074', '9902125', '9902155', '9903026', '9903085', '9903090', '9903190', '9904017', '9905075', '9905081', '9905104', '9906151', '9906194', '9906201']"
9909048,"['9510209', '9602070', '9603142', '9611050', '9906064', '9908076', '9908104']"
9909049,"['9301052', '9401139', '9508143', '9508154', '9512077', '9604042', '9604055', '9604198', '9610043', '9611050', '9612146', '9701025', '9702136', '9702187', '9703030', '9704018', '9705078', '9705117', '9705221', '9707079', '9707170', '9709091', '9710009', '9710046', '9710217', '9710231', '9711200', '9801070', '9802042', '9805114', '9805115', '9808016', '9809022', '9809033', '9809039', '9809061', '9810224', '9901135', '9901158', '9905111', '9906044', '9906137']"
9909050,"['9407087', '9411102', '9502137', '9601027', '9603013', '9703167', '9803017', '9902041']"
9909051,"['9310024', '9410167', '9501068', '9503124', '9505186', '9510017', '9510209', '9601003', '9603142', '9701010', '9704098', '9705046', '9706090', '9708076', '9708119', '9801182']"
9909052,"['9809112', '9907089']"
9909053,"['9510209', '9604090', '9808122', '9902071', '9905012', '9905210', '9906182', '9906204']"
9909054,"['9803141', '9807076', '9807213', '9808056', '9810129', '9812158', '9904092', '9907054', '9908023', '9908064', '9908072']"
9909055,"['9205077', '9205116', '9301120', '9405171', '9806106', '9903057']"
9909056,"['9301052', '9404071', '9609052', '9711200', '9802109', '9802150', '9803131', '9806021', '9806125', '9806128', '9808016', '9905111', '9905219', '9910082']"
9909058,"['9201007', '9209117', '9210123', '9604090', '9803235', '9806051', '9809015', '9810063', '9812035', '9902071', '9902125', '9902155', '9904017', '9905210', '9906064', '9906194', '9907070', '9907209', '9908076', '9908116', '9908186', '9909001', '9909047', '9909053']"
9909059,"['9502074', '9512077', '9604065', '9611214', '9702076', '9711162', '9711165', '9711200', '9802109', '9802150', '9803031', '9803067', '9810072', '9812219', '9903205', '9906161', '9906192', '9907166', '9908056', '9908134', '9908142']"
9909060,"['9612115', '9802085', '9908038']"
9909061,"['9203033', '9207016', '9207053', '9209016', '9209125', '9211021', '9302038', '9303057', '9304154', '9305025', '9305142', '9305185', '9306052', '9308023', '9308131', '9309023', '9309133', '9401139', '9402002', '9402016', '9403179', '9406198', '9406216', '9407087', '9407101', '9408099', '9410073', '9410136', '9410167', '9410237', '9411028', '9412184', '9501066', '9501068', '9502002', '9502007', '9503124', '9503142', '9504027', '9504047', '9504057', '9504081', '9504083', '9504155', '9506027', '9506194', '9506205', '9507017', '9508091', '9508143', '9508154', '9509074', '9510117', '9510169', '9510209', '9512012', '9602022', '9602070', '9602087', '9602114', '9603142', '9603161', '9604084', '9604103', '9605136', '9605150', '9605167', '9605173', '9607126', '9607201', '9608041', '9608045', '9608117', '9608136', '9608195', '9609013', '9609087', '9610107', '9610131', '9610166', '9610179', '9610238', '9610252', '9611014', '9611039', '9611050', '9611137', '9612202', '9612224', '9612254', '9701035', '9701082', '9701085', '9701115', '9701146', '9702043', '9702201', '9703009', '9703150', '9703160', '9704173', '9705016', '9705035', '9705050', '9705058', '9705193', '9706221', '9707087', '9707182', '9708008', '9708046', '9708153', '9708154', '9708157', '9709062', '9710119', '9710188', '9711027', '9801073', '9802051', '9802057', '9802138', '9802197', '9803018', '9803235', '9804096', '9805177', '9805181', '9806022', '9806051', '9806111', '9806167', '9806230', '9807135', '9807171', '9809039', '9809105', '9809185', '9809195', '9809204', '9810159', '9810240', '9811019', '9811089', '9811101', '9811194', '9812037', '9812052', '9901044', '9903008', '9904033', '9905175', '9906006', '9907032']"
9909062,"['9510017', '9512062', '9604070', '9610148', '9610249', '9611159', '9611173', '9612080', '9711162', '9711165', '9805019', '9805170', '9806155', '9807138', '9808141', '9809111', '9810188', '9812031', '9812135', '9901014', '9901159', '9902160', '9903123', '9903205', '9904207', '9905157', '9906109', '9908029', '9908060', '9908142']"
9909063,"['9204099', '9503205', '9805171', '9806024', '9806194', '9812046', '9903219', '9904024', '9908189']"
9909064,"['9502031', '9502140', '9507105', '9603012', '9607161', '9607215', '9708140', '9806117']"
9909065,"['9205084', '9306028', '9312169', '9312207', '9507010', '9511209', '9605065', '9606072', '9607154', '9610003', '9706017', '9709034']"
9909066,"['9611114', '9611115', '9611116', '9702135', '9705009', '9804133', '9811018', '9901165']"
9909067,"['9204095', '9304123', '9605220', '9705234', '9803022', '9906139']"
9909068,"['9303160', '9408098', '9409111', '9410215', '9509166', '9510017', '9511134', '9512210', '9606102', '9609238', '9610168', '9703028', '9804084', '9808124', '9902055', '9908138', '9908189']"
9909069,"['9812073', '9903224', '9904143', '9906056', '9906102', '9906105', '9907191', '9908044']"
9909070,"['9201007', '9511203', '9604090', '9802042', '9802195', '9803109', '9804006', '9804093', '9806087', '9807137', '9810126', '9810206', '9812032', '9902125', '9902155', '9903003', '9903026', '9904017', '9905148', '9906064', '9906168', '9906182', '9906194', '9906221', '9907006', '9907070', '9909041', '9909047']"
9909071,"['9509108', '9605051', '9605234', '9606185', '9607149', '9608108', '9609026', '9609076', '9610172', '9612051', '9612229', '9702015', '9702076', '9711200', '9802042', '9802109', '9802150', '9803023', '9803131', '9803171', '9805140', '9808117', '9809033', '9809061', '9811120', '9903132', '9905174', '9906194', '9906206', '9906224', '9907204']"
9909072,"['9503207', '9506014', '9508072', '9510161', '9511173', '9603097', '9604091', '9701137', '9702103', '9707068', '9708141', '9711162', '9712186', '9712257', '9807056', '9807087', '9811237', '9902132', '9902196', '9903139', '9904207', '9906200', '9908019', '9908025', '9908036']"
9909073,"['9401124', '9402044', '9407087', '9408099', '9411149', '9502149', '9503012', '9503115', '9504120', '9508002', '9510138', '9602082', '9603136', '9604004', '9605096', '9605150', '9606191', '9608005', '9608135', '9611106', '9702094', '9702174', '9710105', '9712028', '9712046', '9802033', '9806011', '9902018', '9904116', '9906049', '9908085']"
9909074,['9507021']
9909075,"['9610043', '9611042', '9611202', '9612115', '9703030', '9708123', '9711073', '9801084', '9802085', '9803265', '9806139', '9809130', '9810237', '9811220', '9812177', '9904018']"
9909076,"['9510209', '9602070', '9603142', '9803235', '9805067', '9809124', '9811141', '9903225', '9905210', '9907209', '9908104', '9908186', '9909001', '9909053']"
9909077,"['9605051', '9609212', '9703031', '9704127', '9705053', '9709087', '9711200', '9712063', '9803001', '9803002', '9803131', '9803135', '9803137', '9805104', '9808117', '9809032', '9810200', '9810225', '9811120', '9811167', '9812121', '9901056', '9903023', '9903132', '9906048', '9906194', '9906201', '9906206', '9906232', '9908010']"
9909079,"['9510161', '9601003', '9608167', '9701143', '9701190', '9702037', '9707068', '9802088', '9909167']"
9909080,"['9406206', '9409111', '9504081', '9506101', '9507112', '9510028', '9611099', '9611164', '9702101', '9702136', '9704089', '9705117', '9711200', '9802042', '9810146', '9905036', '9907175']"
9909081,"['9907211', '9908142']"
9909082,"['9702076', '9703040', '9705057', '9705117', '9708005', '9711200', '9802109', '9802150', '9803023', '9803053', '9805018', '9805114', '9805140', '9810152', '9810239', '9811017', '9811047', '9903049', '9905104', '9905111', '9907088', '9909020']"
9909083,['9312133']
9909084,"['9408077', '9408146', '9408176', '9611068', '9712036']"
9909085,"['9310026', '9409089', '9611233', '9711162', '9711165', '9711200', '9801147', '9802052', '9802109', '9802150', '9805114', '9806240', '9808039', '9810072', '9812219', '9903205', '9907166', '9908056', '9908134', '9908142']"
9909086,"['9701060', '9705236', '9706009', '9706066', '9706143', '9707041', '9801122', '9803200', '9807123', '9811092', '9904146']"
9909087,"['9206026', '9508143', '9509148', '9510135', '9512077', '9601003', '9701093', '9704145', '9705056', '9705160', '9706175', '9707134', '9707241', '9709002', '9710023', '9712164', '9801009', '9802090', '9808061']"
9909088,"['9305083', '9506144', '9507090', '9510097', '9512127', '9601029', '9602014', '9602065', '9603090', '9603195', '9604166', '9607026', '9703134', '9704005', '9704143', '9706192', '9708109', '9710046', '9711053', '9711200', '9712251', '9712253', '9802198', '9804085', '9805208', '9806104', '9806194', '9808060', '9809039', '9812027', '9812046', '9812073', '9903219', '9903224', '9905064', '9905111']"
9909089,"['9605184', '9703157', '9710230', '9711162', '9711165', '9808141', '9810188', '9903205', '9907189', '9908142']"
9909090,"['9209106', '9212153', '9311022', '9510069', '9605109', '9609180', '9612101', '9901096', '9903063', '9903235']"
9909091,"['9207016', '9207053', '9507090', '9512077', '9601029', '9601177', '9602043', '9603060', '9603061', '9603086', '9603195', '9604166', '9907101']"
9909092,"['9307108', '9507006', '9511103', '9607119', '9610243', '9706020', '9707183', '9812198', '9901153']"
9909093,"['9809057', '9811035', '9811208', '9904013']"
9909094,"['9304057', '9405194', '9506035', '9511145', '9512059', '9604089', '9606181', '9610234', '9611065', '9701008', '9701037', '9701149', '9701166', '9704089', '9705221', '9706119', '9708005', '9710065', '9710147', '9712067', '9806062', '9806087', '9812140', '9905018']"
9909095,"['9510017', '9511173', '9512059', '9512077', '9601003', '9602064', '9604091', '9606009', '9607201', '9704125', '9705193', '9708147', '9709027', '9710181', '9711094', '9711106', '9711205', '9712211', '9803127', '9804139', '9804174', '9811063', '9902023', '9903210', '9905162', '9906214', '9906237', '9906239', '9907214', '9909027']"
9909096,"['9705040', '9803163', '9803216', '9803260', '9902034', '9905156', '9907170']"
9909097,"['9204099', '9805165']"
9909098,"['9507048', '9603087', '9604035', '9604179', '9606139', '9611230', '9612095', '9702163', '9702202', '9705162', '9710129', '9803163', '9803216', '9803260', '9805073', '9805170', '9811021', '9812224', '9904207', '9905196']"
9909099,"['9210127', '9302038', '9402002', '9408083', '9512012', '9710119', '9711048', '9803239', '9803259', '9807006', '9807111']"
9909100,"['9207114', '9407078', '9509133', '9608057', '9906086']"
9909101,"['9507012', '9507121', '9511164', '9603167', '9604055', '9610043', '9610236', '9611042', '9611164', '9611202', '9701025', '9702187', '9703030', '9703031', '9704018', '9704089', '9705221', '9707079', '9707093', '9707158', '9708086', '9709228', '9710005', '9710009', '9710014', '9710020', '9711200', '9712071', '9712117', '9802042', '9802069', '9802109', '9802150', '9802151', '9807137', '9808149', '9810132', '9812027', '9812237', '9901128', '9902033', '9903213', '9903224', '9904142', '9905111', '9907100', '9907166', '9907178', '9907210', '9908134', '9908142']"
9909102,"['9203083', '9402016', '9407155', '9408083', '9411187', '9503082', '9507090', '9511064', '9512178', '9601118', '9602136', '9603147', '9603195', '9606193', '9612015', '9612142', '9702153', '9703134', '9704143', '9705054', '9705116', '9705192', '9801072', '9803004', '9805146', '9809027', '9809063', '9812073', '9905111']"
